team,league,games,substitutes,shots,goals,passes,tackles,duels,dribbles,fouls,cards,penalty
"{'id': 33, 'name': 'Manchester United', 'logo': 'https://media-2.api-sports.io/football/teams/33.png'}","{'id': None, 'name': 'Premier League', 'country': None, 'logo': None, 'flag': None, 'season': '2008-2009'}","{'appearences': 33, 'lineups': 31, 'minutes': 2748, 'number': None, 'position': 'Attacker', 'rating': None, 'captain': False}","{'in': 2, 'out': 5, 'bench': 3}","{'total': None, 'on': None}","{'total': 18, 'conceded': None, 'assists': None, 'saves': None}","{'total': None, 'key': None, 'accuracy': None}","{'total': None, 'blocks': None, 'interceptions': None}","{'total': None, 'won': None}","{'attempts': None, 'success': None, 'past': None}","{'drawn': None, 'committed': None}","{'yellow': 6, 'yellowred': 1, 'red': 0}","{'won': None, 'commited': None, 'scored': None, 'missed': None, 'saved': None}"
"{'id': 33, 'name': 'Manchester United', 'logo': 'https://media-1.api-sports.io/football/teams/33.png'}","{'id': None, 'name': 'FA Cup', 'country': None, 'logo': None, 'flag': None, 'season': '2008-2009'}","{'appearences': 2, 'lineups': 2, 'minutes': 144, 'number': None, 'position': 'Attacker', 'rating': None, 'captain': False}","{'in': 0, 'out': 2, 'bench': 0}","{'total': None, 'on': None}","{'total': 1, 'conceded': None, 'assists': None, 'saves': None}","{'total': None, 'key': None, 'accuracy': None}","{'total': None, 'blocks': None, 'interceptions': None}","{'total': None, 'won': None}","{'attempts': None, 'success': None, 'past': None}","{'drawn': None, 'committed': None}","{'yellow': 0, 'yellowred': 0, 'red': 0}","{'won': None, 'commited': None, 'scored': None, 'missed': None, 'saved': None}"
"{'id': 33, 'name': 'Manchester United', 'logo': 'https://media-1.api-sports.io/football/teams/33.png'}","{'id': None, 'name': 'League Cup', 'country': None, 'logo': None, 'flag': None, 'season': '2008-2009'}","{'appearences': 4, 'lineups': 2, 'minutes': 240, 'number': None, 'position': 'Attacker', 'rating': None, 'captain': False}","{'in': 2, 'out': 1, 'bench': None}","{'total': None, 'on': None}","{'total': 2, 'conceded': None, 'assists': None, 'saves': None}","{'total': None, 'key': None, 'accuracy': None}","{'total': None, 'blocks': None, 'interceptions': None}","{'total': None, 'won': None}","{'attempts': None, 'success': None, 'past': None}","{'drawn': None, 'committed': None}","{'yellow': 1, 'yellowred': None, 'red': None}","{'won': None, 'commited': None, 'scored': None, 'missed': None, 'saved': None}"
"{'id': 33, 'name': 'Manchester United', 'logo': 'https://media-1.api-sports.io/football/teams/33.png'}","{'id': None, 'name': 'UEFA Champions League', 'country': None, 'logo': None, 'flag': None, 'season': '2008-2009'}","{'appearences': 12, 'lineups': 11, 'minutes': 1010, 'number': None, 'position': 'Attacker', 'rating': None, 'captain': False}","{'in': 1, 'out': 1, 'bench': 1}","{'total': None, 'on': None}","{'total': 4, 'conceded': None, 'assists': None, 'saves': None}","{'total': None, 'key': None, 'accuracy': None}","{'total': None, 'blocks': None, 'interceptions': None}","{'total': None, 'won': None}","{'attempts': None, 'success': None, 'past': None}","{'drawn': None, 'committed': None}","{'yellow': 2, 'yellowred': 0, 'red': 0}","{'won': None, 'commited': None, 'scored': None, 'missed': None, 'saved': None}"
"{'id': 33, 'name': 'Manchester United', 'logo': 'https://media-1.api-sports.io/football/teams/33.png'}","{'id': None, 'name': 'FIFA Club World Cup', 'country': None, 'logo': None, 'flag': None, 'season': '2008 Japan'}","{'appearences': 2, 'lineups': None, 'minutes': 180, 'number': None, 'position': 'Attacker', 'rating': None, 'captain': False}","{'in': None, 'out': None, 'bench': None}","{'total': None, 'on': None}","{'total': 1, 'conceded': None, 'assists': None, 'saves': None}","{'total': None, 'key': None, 'accuracy': None}","{'total': None, 'blocks': None, 'interceptions': None}","{'total': None, 'won': None}","{'attempts': None, 'success': None, 'past': None}","{'drawn': None, 'committed': None}","{'yellow': None, 'yellowred': None, 'red': None}","{'won': None, 'commited': None, 'scored': None, 'missed': None, 'saved': None}"
"{'id': 27, 'name': 'Portugal', 'logo': 'https://media-2.api-sports.io/football/teams/27.png'}","{'id': None, 'name': 'European Championship', 'country': None, 'logo': None, 'flag': None, 'season': '2008'}","{'appearences': 3, 'lineups': 3, 'minutes': 270, 'number': None, 'position': 'Attacker', 'rating': None, 'captain': False}","{'in': 0, 'out': 0, 'bench': 1}","{'total': None, 'on': None}","{'total': 1, 'conceded': None, 'assists': None, 'saves': None}","{'total': None, 'key': None, 'accuracy': None}","{'total': None, 'blocks': None, 'interceptions': None}","{'total': None, 'won': None}","{'attempts': None, 'success': None, 'past': None}","{'drawn': None, 'committed': None}","{'yellow': 0, 'yellowred': 0, 'red': 0}","{'won': None, 'commited': None, 'scored': None, 'missed': None, 'saved': None}"
"{'id': 27, 'name': 'Portugal', 'logo': 'https://media-1.api-sports.io/football/teams/27.png'}","{'id': None, 'name': 'EC Qualification', 'country': None, 'logo': None, 'flag': None, 'season': '2008'}","{'appearences': 13, 'lineups': 13, 'minutes': 1107, 'number': None, 'position': 'Attacker', 'rating': None, 'captain': False}","{'in': 0, 'out': 3, 'bench': 0}","{'total': None, 'on': None}","{'total': 8, 'conceded': None, 'assists': None, 'saves': None}","{'total': None, 'key': None, 'accuracy': None}","{'total': None, 'blocks': None, 'interceptions': None}","{'total': None, 'won': None}","{'attempts': None, 'success': None, 'past': None}","{'drawn': None, 'committed': None}","{'yellow': 2, 'yellowred': 0, 'red': 0}","{'won': None, 'commited': None, 'scored': None, 'missed': None, 'saved': None}"
"{'id': 27, 'name': 'Portugal', 'logo': 'https://media-2.api-sports.io/football/teams/27.png'}","{'id': None, 'name': 'Friendlies', 'country': None, 'logo': None, 'flag': None, 'season': '2008'}","{'appearences': 3, 'lineups': 3, 'minutes': 226, 'number': None, 'position': 'Attacker', 'rating': None, 'captain': False}","{'in': 0, 'out': 1, 'bench': 0}","{'total': None, 'on': None}","{'total': 0, 'conceded': None, 'assists': None, 'saves': None}","{'total': None, 'key': None, 'accuracy': None}","{'total': None, 'blocks': None, 'interceptions': None}","{'total': None, 'won': None}","{'attempts': None, 'success': None, 'past': None}","{'drawn': None, 'committed': None}","{'yellow': 1, 'yellowred': 0, 'red': 0}","{'won': None, 'commited': None, 'scored': None, 'missed': None, 'saved': None}"
