team,league,games,substitutes,shots,goals,passes,tackles,duels,dribbles,fouls,cards,penalty
"{'id': 228, 'name': 'Sporting CP', 'logo': 'https://media-2.api-sports.io/football/teams/228.png'}","{'id': None, 'name': 'Primeira Liga', 'country': None, 'logo': None, 'flag': None, 'season': '2002-2003'}","{'appearences': 25, 'lineups': 11, 'minutes': 1069, 'number': None, 'position': 'Attacker', 'rating': None, 'captain': False}","{'in': 14, 'out': 8, 'bench': 5}","{'total': None, 'on': None}","{'total': 3, 'conceded': None, 'assists': None, 'saves': None}","{'total': None, 'key': None, 'accuracy': None}","{'total': None, 'blocks': None, 'interceptions': None}","{'total': None, 'won': None}","{'attempts': None, 'success': None, 'past': None}","{'drawn': None, 'committed': None}","{'yellow': 1, 'yellowred': 0, 'red': 0}","{'won': None, 'commited': None, 'scored': None, 'missed': None, 'saved': None}"
"{'id': 228, 'name': 'Sporting CP', 'logo': 'https://media-2.api-sports.io/football/teams/228.png'}","{'id': None, 'name': 'UEFA Champions League', 'country': None, 'logo': None, 'flag': None, 'season': '2002-2003'}","{'appearences': 1, 'lineups': 0, 'minutes': 32, 'number': None, 'position': 'Attacker', 'rating': None, 'captain': False}","{'in': 1, 'out': 0, 'bench': 0}","{'total': None, 'on': None}","{'total': 0, 'conceded': None, 'assists': None, 'saves': None}","{'total': None, 'key': None, 'accuracy': None}","{'total': None, 'blocks': None, 'interceptions': None}","{'total': None, 'won': None}","{'attempts': None, 'success': None, 'past': None}","{'drawn': None, 'committed': None}","{'yellow': 0, 'yellowred': 0, 'red': 0}","{'won': None, 'commited': None, 'scored': None, 'missed': None, 'saved': None}"
"{'id': 228, 'name': 'Sporting CP', 'logo': 'https://media-2.api-sports.io/football/teams/228.png'}","{'id': None, 'name': 'UEFA Europa League', 'country': None, 'logo': None, 'flag': None, 'season': '2002-2003'}","{'appearences': 2, 'lineups': 1, 'minutes': 118, 'number': None, 'position': 'Attacker', 'rating': None, 'captain': False}","{'in': 1, 'out': 1, 'bench': 0}","{'total': None, 'on': None}","{'total': 1, 'conceded': None, 'assists': None, 'saves': None}","{'total': None, 'key': None, 'accuracy': None}","{'total': None, 'blocks': None, 'interceptions': None}","{'total': None, 'won': None}","{'attempts': None, 'success': None, 'past': None}","{'drawn': None, 'committed': None}","{'yellow': 0, 'yellowred': 0, 'red': 0}","{'won': None, 'commited': None, 'scored': None, 'missed': None, 'saved': None}"
