team,league,games,substitutes,shots,goals,passes,tackles,duels,dribbles,fouls,cards,penalty
"{'id': 529, 'name': 'Barcelona', 'logo': 'https://media-1.api-sports.io/football/teams/529.png'}","{'id': 140, 'name': 'La Liga', 'country': 'Spain', 'logo': 'https://media-2.api-sports.io/football/leagues/140.png', 'flag': 'https://media-1.api-sports.io/flags/es.svg', 'season': 2015}","{'appearences': 33, 'lineups': 31, 'minutes': 2729, 'number': None, 'position': 'Attacker', 'rating': '8.448484', 'captain': False}","{'in': 2, 'out': 2, 'bench': 2}","{'total': 149, 'on': 75}","{'total': 26, 'conceded': 0, 'assists': 16, 'saves': None}","{'total': 1568, 'key': 82, 'accuracy': 71}","{'total': 11, 'blocks': 0, 'interceptions': 6}","{'total': 368, 'won': 194}","{'attempts': 190, 'success': 117, 'past': None}","{'drawn': 61, 'committed': 13}","{'yellow': 3, 'yellowred': 0, 'red': 0}","{'won': 2, 'commited': None, 'scored': 3, 'missed': 4, 'saved': None}"
"{'id': 529, 'name': 'Barcelona', 'logo': 'https://media-2.api-sports.io/football/teams/529.png'}","{'id': None, 'name': 'Copa del Rey', 'country': None, 'logo': None, 'flag': None, 'season': '2015-2016'}","{'appearences': 5, 'lineups': 5, 'minutes': 480, 'number': None, 'position': 'Attacker', 'rating': None, 'captain': False}","{'in': 0, 'out': 0, 'bench': 0}","{'total': None, 'on': None}","{'total': 5, 'conceded': None, 'assists': None, 'saves': None}","{'total': None, 'key': None, 'accuracy': None}","{'total': None, 'blocks': None, 'interceptions': None}","{'total': None, 'won': None}","{'attempts': None, 'success': None, 'past': None}","{'drawn': None, 'committed': None}","{'yellow': 1, 'yellowred': 0, 'red': 0}","{'won': None, 'commited': None, 'scored': None, 'missed': None, 'saved': None}"
"{'id': 529, 'name': 'Barcelona', 'logo': 'https://media-1.api-sports.io/football/teams/529.png'}","{'id': 2, 'name': 'UEFA Champions League', 'country': 'World', 'logo': 'https://media-2.api-sports.io/football/leagues/2.png', 'flag': None, 'season': 2015}","{'appearences': 7, 'lineups': 7, 'minutes': 630, 'number': None, 'position': 'Attacker', 'rating': '8.214285', 'captain': False}","{'in': 0, 'out': 0, 'bench': 0}","{'total': 37, 'on': 14}","{'total': 6, 'conceded': 0, 'assists': 1, 'saves': None}","{'total': 421, 'key': 10, 'accuracy': 83}","{'total': None, 'blocks': None, 'interceptions': 1}","{'total': 110, 'won': 56}","{'attempts': 57, 'success': 34, 'past': None}","{'drawn': 14, 'committed': 2}","{'yellow': 1, 'yellowred': 0, 'red': 0}","{'won': 1, 'commited': None, 'scored': 1, 'missed': 0, 'saved': None}"
"{'id': 529, 'name': 'Barcelona', 'logo': 'https://media-1.api-sports.io/football/teams/529.png'}","{'id': None, 'name': 'UEFA Super Cup', 'country': None, 'logo': None, 'flag': None, 'season': '2015-2016'}","{'appearences': 1, 'lineups': 1, 'minutes': 120, 'number': None, 'position': 'Attacker', 'rating': None, 'captain': False}","{'in': 0, 'out': 0, 'bench': 0}","{'total': None, 'on': None}","{'total': 2, 'conceded': None, 'assists': None, 'saves': None}","{'total': None, 'key': None, 'accuracy': None}","{'total': None, 'blocks': None, 'interceptions': None}","{'total': None, 'won': None}","{'attempts': None, 'success': None, 'past': None}","{'drawn': None, 'committed': None}","{'yellow': 0, 'yellowred': 0, 'red': 0}","{'won': None, 'commited': None, 'scored': None, 'missed': None, 'saved': None}"
"{'id': 529, 'name': 'Barcelona', 'logo': 'https://media-2.api-sports.io/football/teams/529.png'}","{'id': 15, 'name': 'FIFA Club World Cup', 'country': 'World', 'logo': 'https://media-2.api-sports.io/football/leagues/15.png', 'flag': None, 'season': 2015}","{'appearences': 1, 'lineups': 1, 'minutes': 90, 'number': None, 'position': 'Attacker', 'rating': None, 'captain': False}","{'in': 0, 'out': 0, 'bench': 1}","{'total': None, 'on': None}","{'total': 1, 'conceded': None, 'assists': None, 'saves': None}","{'total': None, 'key': None, 'accuracy': None}","{'total': None, 'blocks': None, 'interceptions': None}","{'total': None, 'won': None}","{'attempts': None, 'success': None, 'past': None}","{'drawn': None, 'committed': None}","{'yellow': 0, 'yellowred': 0, 'red': 0}","{'won': None, 'commited': None, 'scored': None, 'missed': None, 'saved': None}"
"{'id': 529, 'name': 'Barcelona', 'logo': 'https://media-1.api-sports.io/football/teams/529.png'}","{'id': None, 'name': 'Club Friendlies', 'country': None, 'logo': None, 'flag': None, 'season': '2015'}","{'appearences': 1, 'lineups': 1, 'minutes': 60, 'number': None, 'position': 'Attacker', 'rating': None, 'captain': False}","{'in': 0, 'out': 1, 'bench': 0}","{'total': None, 'on': None}","{'total': 1, 'conceded': None, 'assists': None, 'saves': None}","{'total': None, 'key': None, 'accuracy': None}","{'total': None, 'blocks': None, 'interceptions': None}","{'total': None, 'won': None}","{'attempts': None, 'success': None, 'past': None}","{'drawn': None, 'committed': None}","{'yellow': 1, 'yellowred': 0, 'red': 0}","{'won': None, 'commited': None, 'scored': None, 'missed': None, 'saved': None}"
"{'id': 26, 'name': 'Argentina', 'logo': 'https://media-1.api-sports.io/football/teams/26.png'}","{'id': 9, 'name': 'Copa America', 'country': 'World', 'logo': 'https://media-2.api-sports.io/football/leagues/9.png', 'flag': None, 'season': 2015}","{'appearences': 6, 'lineups': 6, 'minutes': 570, 'number': None, 'position': 'Attacker', 'rating': '7.700000', 'captain': False}","{'in': 0, 'out': 0, 'bench': 0}","{'total': 1, 'on': 0}","{'total': 1, 'conceded': None, 'assists': None, 'saves': None}","{'total': 29, 'key': 1, 'accuracy': 74}","{'total': 3, 'blocks': 0, 'interceptions': 0}","{'total': None, 'won': None}","{'attempts': 13, 'success': 7, 'past': None}","{'drawn': 9, 'committed': 2}","{'yellow': 1, 'yellowred': 0, 'red': 0}","{'won': None, 'commited': None, 'scored': 0, 'missed': 0, 'saved': None}"
"{'id': 26, 'name': 'Argentina', 'logo': 'https://media-1.api-sports.io/football/teams/26.png'}","{'id': None, 'name': 'Friendlies', 'country': None, 'logo': None, 'flag': None, 'season': '2015'}","{'appearences': 2, 'lineups': 1, 'minutes': 115, 'number': None, 'position': 'Attacker', 'rating': None, 'captain': False}","{'in': 1, 'out': 0, 'bench': 3}","{'total': None, 'on': None}","{'total': 3, 'conceded': None, 'assists': None, 'saves': None}","{'total': None, 'key': None, 'accuracy': None}","{'total': None, 'blocks': None, 'interceptions': None}","{'total': None, 'won': None}","{'attempts': None, 'success': None, 'past': None}","{'drawn': None, 'committed': None}","{'yellow': 0, 'yellowred': 0, 'red': 0}","{'won': None, 'commited': None, 'scored': None, 'missed': None, 'saved': None}"
